Datetime Latitude Longitude
2019112709 86.15598 118.06145
2019112710 86.15734 118.01311
2019112711 86.15854 117.96265
2019112712 86.1597 117.91024
2019112713 86.1608 117.85596
2019112714 86.16185 117.8009
2019112715 86.16267 117.74992
2019112716 86.16337 117.70384
2019112717 86.16404 117.6601
2019112718 86.16462 117.61923
2019112719 86.16517 117.57533
2019112720 86.16576 117.52837
2019112721 86.16658 117.47783
2019112722 86.16728 117.42489
2019112723 86.16784 117.37183
2019112800 86.16818 117.31765
2019112801 86.16818 117.26244
2019112802 86.16793 117.20738
2019112803 86.16753 117.15392
2019112804 86.167 117.10098
2019112805 86.16631 117.04776
2019112806 86.16537 116.99406
2019112807 86.16421 116.93875
2019112808 86.1629 116.88056
2019112809 86.16154 116.81677
2019112810 86.16037 116.75297
2019112811 86.15918 116.68718
2019112812 86.15788 116.61325
2019112813 86.15634 116.53164
2019112814 86.15454 116.44678
2019112815 86.15258 116.35625
2019112816 86.15027 116.26809
2019112817 86.14778 116.18139
2019112818 86.14527 116.08166
2019112819 86.14279 115.9796
2019112820 86.14053 115.87718
2019112821 86.13833 115.77195
2019112822 86.13625 115.66567
2019112823 86.1342 115.55972
2019112900 86.13207 115.45524
2019112901 86.12982 115.35139
2019112902 86.12743 115.24777
2019112903 86.12493 115.1442
2019112904 86.12237 115.03905
2019112905 86.11988 114.93263
2019112906 86.11751 114.82644
2019112907 86.11542 114.72038
2019112908 86.1137 114.61493
2019112909 86.11229 114.51205
2019112910 86.11101 114.41091
2019112911 86.10982 114.31164
2019112912 86.10872 114.21361
2019112913 86.10751 114.1199
2019112914 86.10588 114.03477
2019112915 86.10369 113.95867
2019112916 86.10116 113.88718
2019112917 86.09841 113.8181
2019112918 86.0955 113.75048
2019112919 86.09265 113.68198
2019112920 86.08993 113.61121
2019112921 86.08734 113.5406
2019112922 86.08493 113.47255
2019112923 86.08258 113.40676
2019113000 86.08017 113.34428
2019113001 86.07757 113.28557
2019113002 86.07467 113.22893
2019113003 86.07151 113.17406
2019113004 86.06815 113.12293
2019113005 86.06459 113.07612
2019113006 86.06095 113.03637
2019113007 86.05735 112.99891
2019113008 86.05389 112.96381
2019113009 86.05055 112.93132
2019113010 86.04732 112.90148
2019113011 86.044 112.87624
2019113012 86.04058 112.85237
2019113013 86.03704 112.83221
2019113014 86.03316 112.81669
2019113015 86.02904 112.80479
2019113016 86.02495 112.79544
2019113017 86.02072 112.78832
2019113018 86.01656 112.78248
2019113019 86.01258 112.77807
2019113020 86.00872 112.77626
2019113021 86.00501 112.77646
2019113022 86.00138 112.77996
2019113023 85.99782 112.78706
2019120100 85.99412 112.80166
2019120101 85.9906 112.82326
2019120102 85.98711 112.84921
2019120103 85.98337 112.87978
2019120104 85.97958 112.91227
2019120105 85.97596 112.94515
2019120106 85.97256 112.97948
2019120107 85.96927 113.01616
2019120108 85.96606 113.05335
2019120109 85.9629 113.0911
2019120110 85.95969 113.1276
2019120111 85.95638 113.16231
2019120112 85.95292 113.1938
2019120113 85.9493 113.22182
2019120114 85.94558 113.24582
2019120115 85.94186 113.26749
2019120116 85.93815 113.28784
2019120117 85.93464 113.30768
2019120118 85.93153 113.32893
2019120119 85.92886 113.35253
2019120120 85.92678 113.37882
2019120121 85.92528 113.40783
2019120122 85.92433 113.43975
2019120123 85.92375 113.47388
2019120200 85.9234 113.50935
2019120201 85.92315 113.54542
2019120202 85.92298 113.58121
2019120203 85.92284 113.61709
2019120204 85.92271 113.65353
2019120205 85.92258 113.69111
2019120206 85.92247 113.72917
2019120207 85.92248 113.76818
2019120208 85.92276 113.80856
2019120209 85.92338 113.85016
2019120210 85.92434 113.89276
2019120211 85.92564 113.93551
2019120212 85.92735 113.98034
2019120213 85.92938 114.02857
2019120214 85.93144 114.08193
2019120215 85.93381 114.14151
2019120216 85.93638 114.20572
2019120217 85.93917 114.27468
2019120218 85.9422 114.34931
2019120219 85.9455 114.43117
2019120220 85.9491 114.52118
2019120221 85.95329 114.61144
2019120222 85.95797 114.70926
2019120223 85.96302 114.81148
2019120300 85.96837 114.91766
2019120301 85.97366 115.02629
2019120302 85.9789 115.13732
2019120303 85.98402 115.24886
2019120304 85.98905 115.36048
2019120305 85.99394 115.47272
2019120306 85.99872 115.58406
2019120307 86.00344 115.69623
2019120308 86.00802 115.81041
2019120309 86.01265 115.92483
2019120310 86.01712 116.04
2019120311 86.02156 116.15299
2019120312 86.02578 116.26491
2019120313 86.03006 116.37284
2019120314 86.03427 116.47899
2019120315 86.03856 116.58285
2019120316 86.04315 116.68605
2019120317 86.04767 116.79101
2019120318 86.05219 116.89516
2019120319 86.05637 117.00061
2019120320 86.06023 117.10522
2019120321 86.06424 117.20863
2019120322 86.06805 117.31074
2019120323 86.07187 117.4099
2019120400 86.07548 117.50887
2019120401 86.07896 117.60894
2019120402 86.08246 117.70974
2019120403 86.08587 117.81133
2019120404 86.08909 117.91482
2019120405 86.09202 118.02058
2019120406 86.09471 118.12949
2019120407 86.09715 118.24039
2019120408 86.09904 118.35314
2019120409 86.10075 118.46489
2019120410 86.10258 118.57056
2019120411 86.10472 118.66993
2019120412 86.10707 118.76523
2019120413 86.10961 118.85992
2019120414 86.11234 118.95562
2019120415 86.11504 119.05606
2019120416 86.11736 119.16421
2019120417 86.11913 119.2798
2019120418 86.12061 119.39644
2019120419 86.12173 119.51322
2019120420 86.12273 119.62586
2019120421 86.12371 119.7274
2019120422 86.12489 119.81983
2019120423 86.12643 119.90798
2019120500 86.12837 119.99608
2019120501 86.13065 120.08528
2019120502 86.13306 120.17787
2019120503 86.1353 120.27701
2019120504 86.13725 120.38123
2019120505 86.13877 120.48727
2019120506 86.13993 120.59257
2019120507 86.14076 120.69747
2019120508 86.14133 120.79803
2019120509 86.14174 120.89227
2019120510 86.14217 120.98118
2019120511 86.14248 121.06522
2019120512 86.14305 121.14555
2019120513 86.14372 121.22583
2019120514 86.14442 121.30755
2019120515 86.1451 121.39182
2019120516 86.14547 121.47831
2019120517 86.1455 121.56392
2019120518 86.14523 121.64749
2019120519 86.1445 121.72519
2019120520 86.14347 121.79782
2019120521 86.14242 121.8626
2019120522 86.14146 121.91862
2019120523 86.1409 121.96529
2019120600 86.14068 122.00651
2019120601 86.14069 122.04537
2019120602 86.14077 122.08266
2019120603 86.14083 122.11944
2019120604 86.14083 122.15689
2019120605 86.14059 122.19327
2019120606 86.14026 122.22516
2019120607 86.13978 122.25117
2019120608 86.13942 122.27088
2019120609 86.13906 122.28403
2019120610 86.1388 122.29144
2019120611 86.13882 122.29425
2019120612 86.13912 122.29356
2019120613 86.1398 122.29148
2019120614 86.14064 122.29009
2019120615 86.14167 122.28878
2019120616 86.14282 122.28765
2019120617 86.14384 122.28849
2019120618 86.14469 122.2891
2019120619 86.14529 122.28875
2019120620 86.14571 122.28562
2019120621 86.14605 122.27877
2019120622 86.14647 122.26832
2019120623 86.14708 122.25362
2019120700 86.148 122.23787
2019120701 86.14918 122.22071
2019120702 86.1506 122.20527
2019120703 86.15218 122.19211
2019120704 86.15377 122.18339
2019120705 86.15517 122.17716
2019120706 86.15655 122.17258
2019120707 86.15782 122.16682
2019120708 86.15909 122.16021
2019120709 86.16036 122.15223
2019120710 86.16165 122.14106
2019120711 86.16304 122.12553
2019120712 86.16475 122.10694
2019120713 86.16692 122.08774
2019120714 86.16931 122.06833
2019120715 86.17196 122.04837
2019120716 86.17516 122.02679
2019120717 86.17859 122.00223
2019120718 86.18224 121.97388
2019120719 86.18602 121.9369
2019120720 86.19021 121.89382
2019120721 86.19534 121.84477
2019120722 86.20132 121.78837
2019120723 86.20843 121.72594
2019120800 86.21597 121.65811
2019120801 86.22363 121.59627
2019120802 86.23113 121.54493
2019120803 86.23844 121.50388
2019120804 86.24554 121.47169
2019120805 86.25236 121.44632
2019120806 86.25885 121.42518
2019120807 86.26501 121.40481
2019120808 86.27092 121.38348
2019120809 86.27662 121.36005
2019120810 86.28222 121.33472
2019120811 86.28794 121.30813
2019120812 86.29388 121.28159
2019120813 86.30008 121.25674
2019120814 86.30642 121.23372
2019120815 86.31264 121.21456
2019120816 86.31861 121.20217
2019120817 86.32433 121.19283
2019120818 86.32977 121.18545
2019120819 86.33482 121.17848
2019120820 86.33956 121.16894
2019120821 86.34417 121.15493
2019120822 86.34875 121.13696
2019120823 86.35328 121.11592
2019120900 86.35784 121.09318
2019120901 86.36253 121.07067
2019120902 86.36735 121.04995
2019120903 86.37214 121.03183
2019120904 86.3769 121.0155
2019120905 86.38166 120.99986
2019120906 86.3863 120.98452
2019120907 86.39076 120.96983
2019120908 86.39509 120.95571
2019120909 86.39927 120.93983
2019120910 86.40345 120.92305
2019120911 86.40772 120.90787
2019120912 86.41195 120.89572
2019120913 86.41636 120.88673
2019120914 86.42094 120.88382
2019120915 86.4254 120.88543
2019120916 86.42957 120.89087
2019120917 86.43355 120.90007
2019120918 86.43752 120.90614
2019120919 86.44126 120.91003
2019120920 86.4448 120.91212
2019120921 86.44839 120.90957
2019120922 86.45211 120.90394
2019120923 86.45599 120.90012
2019121000 86.46007 120.89935
2019121001 86.46448 120.90456
2019121002 86.46893 120.9112
2019121003 86.47344 120.92071
2019121004 86.47809 120.93799
2019121005 86.48258 120.95674
2019121006 86.48698 120.97915
2019121007 86.49097 120.99695
2019121008 86.49476 121.01215
2019121009 86.49815 121.02232
2019121010 86.50141 121.03311
2019121011 86.50439 121.0385
2019121012 86.50742 121.04142
2019121013 86.51062 121.04344
2019121014 86.51385 121.04255
2019121015 86.51693 121.04028
2019121016 86.51995 121.03675
2019121017 86.523 121.03033
2019121018 86.52637 121.02047
2019121019 86.53 121.00585
2019121020 86.5336 120.98981
2019121021 86.53694 120.96761
2019121022 86.54024 120.93398
2019121023 86.5438 120.90536
2019121100 86.54705 120.87806
2019121101 86.55005 120.85912
2019121102 86.55282 120.84649
2019121103 86.55573 120.84072
2019121104 86.55825 120.83052
2019121105 86.56057 120.81709
2019121106 86.56296 120.80457
2019121107 86.56537 120.78938
2019121108 86.56765 120.77014
2019121109 86.57002 120.75671
2019121110 86.5724 120.74689
2019121111 86.57459 120.72793
2019121112 86.57658 120.698
2019121113 86.57836 120.66364
2019121114 86.57996 120.62348
2019121115 86.58166 120.58238
2019121116 86.58344 120.54229
2019121117 86.58521 120.50516
2019121118 86.58695 120.47069
2019121119 86.58848 120.43598
2019121120 86.58963 120.4017
2019121121 86.5907 120.3689
2019121122 86.59174 120.33833
2019121123 86.59294 120.31226
2019121200 86.59413 120.28707
2019121201 86.59517 120.26307
2019121202 86.59613 120.23878
2019121203 86.59692 120.21301
2019121204 86.59757 120.18663
2019121205 86.59805 120.16183
2019121206 86.59844 120.13842
2019121207 86.5987 120.1164
2019121208 86.59881 120.09604
2019121209 86.59879 120.07537
2019121210 86.59871 120.05415
2019121211 86.59863 120.03203
2019121212 86.59855 120.00946
2019121213 86.59841 119.98563
2019121214 86.59812 119.96165
2019121215 86.59789 119.9377
2019121216 86.59774 119.91471
2019121217 86.59759 119.89361
2019121218 86.59745 119.87343
2019121219 86.59727 119.85447
2019121220 86.59711 119.83425
2019121221 86.59674 119.80499
2019121222 86.59627 119.76953
2019121223 86.59539 119.72276
2019121300 86.59442 119.67331
2019121301 86.59346 119.61962
2019121302 86.5926 119.56499
2019121303 86.59206 119.5097
2019121304 86.5919 119.46035
2019121305 86.59194 119.41663
2019121306 86.59213 119.37601
2019121307 86.59243 119.33327
2019121308 86.59274 119.28979
2019121309 86.59316 119.24507
2019121310 86.59372 119.19929
2019121311 86.59419 119.15725
2019121312 86.59468 119.11829
2019121313 86.59517 119.07749
2019121314 86.59576 119.03935
2019121315 86.59642 119.00318
2019121316 86.59707 118.96815
2019121317 86.59775 118.9346
2019121318 86.5984 118.90214
2019121319 86.59905 118.86933
2019121320 86.59976 118.83696
2019121321 86.60057 118.80467
2019121322 86.60143 118.77247
2019121323 86.60236 118.74099
2019121400 86.60324 118.70917
2019121401 86.60425 118.68019
2019121402 86.60527 118.65327
2019121403 86.60629 118.6287
2019121404 86.60727 118.6066
2019121405 86.60821 118.5851
2019121406 86.60906 118.56431
2019121407 86.60983 118.54476
2019121408 86.61063 118.52552
2019121409 86.61143 118.50604
2019121410 86.61199 118.48458
2019121411 86.61261 118.46267
2019121412 86.61315 118.43953
2019121413 86.61381 118.41773
2019121414 86.61435 118.3986
2019121415 86.61476 118.38081
2019121416 86.61519 118.36395
2019121417 86.61555 118.3486
2019121418 86.61592 118.33459
2019121419 86.61625 118.3213
2019121420 86.61652 118.30639
2019121421 86.61697 118.28868
2019121422 86.6174 118.26837
2019121423 86.61788 118.24634
2019121500 86.61829 118.22223
2019121501 86.61867 118.19752
2019121502 86.61896 118.17281
2019121503 86.61913 118.15018
2019121504 86.61927 118.12981
2019121505 86.61933 118.11157
2019121506 86.61929 118.09543
2019121507 86.61921 118.07802
2019121508 86.61915 118.0579
2019121509 86.61908 118.03535
2019121510 86.61907 118.01018
2019121511 86.61908 117.98159
2019121512 86.61905 117.95049
2019121513 86.61896 117.91706
2019121514 86.61874 117.88094
2019121515 86.61844 117.84549
2019121516 86.61807 117.81063
2019121517 86.6176 117.77586
2019121518 86.61713 117.73981
2019121519 86.61652 117.70106
2019121520 86.6159 117.65991
2019121521 86.61522 117.61513
2019121522 86.61458 117.56735
2019121523 86.61383 117.51299
2019121600 86.61316 117.45572
2019121601 86.61244 117.39631
2019121602 86.61161 117.3318
2019121603 86.61029 117.25766
2019121604 86.60886 117.18307
2019121605 86.60734 117.1091
2019121606 86.60559 117.03207
2019121607 86.60368 116.95335
2019121608 86.60182 116.86199
2019121609 86.60021 116.76072
2019121610 86.5991 116.64357
2019121611 86.59854 116.52554
2019121612 86.59838 116.40742
2019121613 86.59855 116.29077
2019121614 86.59894 116.17837
2019121615 86.59954 116.07096
2019121616 86.60021 115.96921
2019121617 86.6009 115.87394
2019121618 86.60158 115.78346
2019121619 86.60226 115.69759
2019121620 86.60302 115.61733
2019121621 86.6039 115.53964
2019121622 86.6049 115.46087
2019121623 86.60603 115.3824
2019121700 86.60725 115.30432
2019121701 86.60876 115.22736
2019121702 86.61052 115.15204
2019121703 86.61262 115.07603
2019121704 86.61453 115.00626
2019121705 86.61689 114.93442
2019121706 86.61964 114.86771
2019121707 86.62213 114.80344
2019121708 86.62474 114.7455
2019121709 86.62727 114.69187
2019121710 86.63006 114.63836
2019121711 86.63311 114.58415
2019121712 86.63637 114.52901
2019121713 86.63965 114.47369
2019121714 86.64297 114.4184
2019121715 86.64625 114.36317
2019121716 86.64953 114.31143
2019121717 86.65252 114.26289
2019121718 86.65532 114.21771
2019121719 86.65784 114.17337
2019121720 86.66034 114.13007
2019121721 86.66272 114.08687
2019121722 86.66489 114.04274
2019121723 86.66698 113.99808
2019121800 86.66908 113.95238
2019121801 86.67126 113.90633
2019121802 86.67337 113.86177
2019121803 86.67543 113.81763
2019121804 86.67697 113.77779
2019121805 86.67813 113.74061
2019121806 86.67899 113.70724
2019121807 86.67954 113.67794
2019121808 86.67981 113.65118
2019121809 86.68001 113.62481
2019121810 86.6802 113.59653
2019121811 86.68035 113.56613
2019121812 86.6804 113.5349
2019121813 86.68043 113.50224
2019121814 86.68047 113.46917
2019121815 86.68049 113.43697
2019121816 86.68046 113.40609
2019121817 86.68043 113.3774
2019121818 86.68038 113.35042
2019121819 86.68026 113.32553
2019121820 86.68008 113.3012
2019121821 86.68 113.27525
2019121822 86.68002 113.24778
2019121823 86.68017 113.21878
2019121900 86.6804 113.18954
2019121901 86.68068 113.16093
2019121902 86.68092 113.13413
2019121903 86.68104 113.11065
2019121904 86.68092 113.09005
2019121905 86.68062 113.07368
2019121906 86.6803 113.05799
2019121907 86.67997 113.04232
2019121908 86.67961 113.02561
2019121909 86.67922 113.00823
2019121910 86.67886 112.9896
2019121911 86.67856 112.97026
2019121912 86.67822 112.95059
2019121913 86.67796 112.92969
2019121914 86.67783 112.9097
2019121915 86.67778 112.8901
2019121916 86.67779 112.87187
2019121917 86.67774 112.85533
2019121918 86.67755 112.84046
2019121919 86.67725 112.82747
2019121920 86.67684 112.81281
2019121921 86.67647 112.79475
2019121922 86.67619 112.77419
2019121923 86.67606 112.75388
2019122000 86.67614 112.73384
2019122001 86.67638 112.71408
2019122002 86.67681 112.6959
2019122003 86.67733 112.68044
2019122004 86.67788 112.66726
2019122005 86.6784 112.65631
2019122006 86.67884 112.64651
2019122007 86.67914 112.63744
2019122008 86.67933 112.62669
2019122009 86.67944 112.61482
2019122010 86.67959 112.60088
2019122011 86.67986 112.58614
2019122012 86.68027 112.5714
2019122013 86.6808 112.55712
2019122014 86.68153 112.54411
2019122015 86.68235 112.53269
2019122016 86.68315 112.52386
2019122017 86.68386 112.51645
2019122018 86.68442 112.50995
2019122019 86.68484 112.50365
2019122020 86.68514 112.49668
2019122021 86.68536 112.48849
2019122022 86.68551 112.47878
2019122023 86.68572 112.46785
2019122100 86.68602 112.45613
2019122101 86.68646 112.44447
2019122102 86.68701 112.43377
2019122103 86.68761 112.42518
2019122104 86.68814 112.4194
2019122105 86.68856 112.41615
2019122106 86.68879 112.41439
2019122107 86.68885 112.41338
2019122108 86.68872 112.41194
2019122109 86.68846 112.41059
2019122110 86.6881 112.40821
2019122111 86.68769 112.4046
2019122112 86.68733 112.40083
2019122113 86.68706 112.39757
2019122114 86.6869 112.39577
2019122115 86.68676 112.39539
2019122116 86.68662 112.39662
2019122117 86.68644 112.3997
2019122118 86.68609 112.40483
2019122119 86.68558 112.41227
2019122120 86.6849 112.42198
2019122121 86.68405 112.43319
2019122122 86.68309 112.44485
2019122123 86.68207 112.45629
2019122200 86.6811 112.46628
2019122201 86.68029 112.47618
2019122202 86.67965 112.48739
2019122203 86.67916 112.50126
2019122204 86.67866 112.51784
2019122205 86.67808 112.53773
2019122206 86.67732 112.55955
2019122207 86.67629 112.5802
2019122208 86.67513 112.59668
2019122209 86.67401 112.6099
2019122210 86.67294 112.62264
2019122211 86.67184 112.63458
2019122212 86.67091 112.64585
2019122213 86.6701 112.6583
2019122214 86.66937 112.67275
2019122215 86.6687 112.68724
2019122216 86.66805 112.70571
2019122217 86.66738 112.72685
2019122218 86.66631 112.75233
2019122219 86.66471 112.78065
2019122220 86.66282 112.80988
2019122221 86.6608 112.83857
2019122222 86.65896 112.86184
2019122223 86.65718 112.88267
2019122300 86.65542 112.90133
2019122301 86.65378 112.91983
2019122302 86.6523 112.93858
2019122303 86.651 112.95837
2019122304 86.64986 112.9805
2019122305 86.64879 113.00564
2019122306 86.64764 113.0326
2019122307 86.64647 113.0599
2019122308 86.64523 113.08576
2019122309 86.644 113.10966
2019122310 86.6427 113.13118
2019122311 86.64126 113.14876
2019122312 86.6399 113.1651
2019122313 86.63864 113.18055
2019122314 86.63769 113.19532
2019122315 86.63685 113.2134
2019122316 86.63604 113.23584
2019122317 86.63528 113.26323
2019122318 86.63451 113.2941
2019122319 86.63371 113.32603
2019122320 86.63279 113.3579
2019122321 86.63188 113.38841
2019122322 86.63103 113.41742
2019122323 86.63016 113.44674
2019122400 86.6294 113.47627
2019122401 86.62881 113.50591
2019122402 86.62831 113.53635
2019122403 86.62788 113.56993
2019122404 86.62755 113.60626
2019122405 86.62723 113.64491
2019122406 86.62689 113.68652
2019122407 86.62654 113.72885
2019122408 86.62611 113.76978
2019122409 86.62553 113.81166
2019122410 86.62498 113.85279
2019122411 86.62434 113.89447
2019122412 86.62367 113.93252
2019122413 86.623 113.96952
2019122414 86.62251 114.01141
2019122415 86.62227 114.05439
2019122416 86.62227 114.09867
2019122417 86.62234 114.14708
2019122418 86.6224 114.19655
2019122419 86.62247 114.24741
2019122420 86.62235 114.29795
2019122421 86.62217 114.3457
2019122422 86.6219 114.39158
2019122423 86.62166 114.43607
2019122500 86.62153 114.47975
2019122501 86.6215 114.52234
2019122502 86.62154 114.56422
2019122503 86.62165 114.60769
2019122504 86.62191 114.65241
2019122505 86.62227 114.70003
2019122506 86.62271 114.74778
2019122507 86.62317 114.79484
2019122508 86.62354 114.84075
2019122509 86.62384 114.88446
2019122510 86.6242 114.92726
2019122511 86.62451 114.96897
2019122512 86.62489 115.0087
2019122513 86.62517 115.04529
2019122514 86.6256 115.0798
2019122515 86.62616 115.11263
2019122516 86.62698 115.1455
2019122517 86.62798 115.17827
2019122518 86.62919 115.212
2019122519 86.63074 115.24911
2019122520 86.63229 115.28714
2019122521 86.63396 115.32599
2019122522 86.63552 115.36347
2019122523 86.63692 115.40047
2019122600 86.63845 115.43792
2019122601 86.63982 115.47505
2019122602 86.64117 115.51244
2019122603 86.64246 115.55
2019122604 86.64379 115.58912
2019122605 86.64511 115.63141
2019122606 86.64648 115.67562
2019122607 86.64779 115.71907
2019122608 86.64904 115.76066
2019122609 86.65019 115.79913
2019122610 86.65142 115.83455
2019122611 86.65271 115.8636
2019122612 86.65388 115.88988
2019122613 86.65499 115.91144
2019122614 86.65616 115.92722
2019122615 86.65745 115.93867
2019122616 86.65898 115.94815
2019122617 86.66054 115.95601
2019122618 86.6624 115.96394
2019122619 86.66426 115.97158
2019122620 86.66611 115.97742
2019122621 86.66786 115.9834
2019122622 86.66949 115.98923
2019122623 86.67102 115.99447
2019122700 86.67249 115.99898
2019122701 86.67348 116.00187
2019122702 86.67419 116.0028
2019122703 86.67475 116.00295
2019122704 86.67518 116.00238
2019122705 86.67558 116.001
2019122706 86.676 115.99741
2019122707 86.67643 115.991
2019122708 86.67689 115.983
2019122709 86.67742 115.97392
2019122710 86.67804 115.965
2019122711 86.67861 115.95609
2019122712 86.67898 115.94668
2019122713 86.67923 115.93924
2019122714 86.67935 115.93501
2019122715 86.67929 115.92995
2019122716 86.67913 115.92345
2019122717 86.67894 115.91541
2019122718 86.67881 115.90612
2019122719 86.67879 115.89659
2019122720 86.67889 115.88693
2019122721 86.6791 115.87753
2019122722 86.6794 115.86867
2019122723 86.6797 115.86034
2019122800 86.67988 115.85149
2019122801 86.67981 115.84375
2019122802 86.67939 115.83345
2019122803 86.67869 115.82026
2019122804 86.67782 115.80729
2019122805 86.67693 115.79244
2019122806 86.67616 115.77854
2019122807 86.67548 115.76491
2019122808 86.67492 115.75206
2019122809 86.67443 115.74017
2019122810 86.6741 115.72858
2019122811 86.67373 115.71947
2019122812 86.67321 115.71188
2019122813 86.67246 115.70507
2019122814 86.6715 115.69926
2019122815 86.67039 115.69389
2019122816 86.66912 115.68747
2019122817 86.6678 115.67913
2019122818 86.6665 115.66983
2019122819 86.6653 115.66068
2019122820 86.66428 115.65168
2019122821 86.6634 115.64538
2019122822 86.66259 115.64202
2019122823 86.6618 115.64234
2019122900 86.6609 115.64604
2019122901 86.65989 115.65191
2019122902 86.65875 115.66023
2019122903 86.65745 115.67161
2019122904 86.65612 115.68156
2019122905 86.65465 115.69139
2019122906 86.65277 115.7045
2019122907 86.65113 115.71756
2019122908 86.6496 115.73309
2019122909 86.6482 115.75254
2019122910 86.64672 115.77317
2019122911 86.64529 115.79408
2019122912 86.64389 115.81667
2019122913 86.64236 115.84166
2019122914 86.64073 115.86927
2019122915 86.63873 115.89662
2019122916 86.63652 115.92489
2019122917 86.63425 115.95309
2019122918 86.63207 115.98001
2019122919 86.6299 116.00938
2019122920 86.62786 116.03775
2019122921 86.62588 116.06578
2019122922 86.62412 116.0931
2019122923 86.62252 116.1231
2019123000 86.62083 116.15917
2019123001 86.61929 116.19864
2019123002 86.61781 116.2486
2019123003 86.61636 116.3085
2019123004 86.61467 116.37676
2019123005 86.61261 116.44819
2019123006 86.61012 116.51834
2019123007 86.60742 116.58305
2019123008 86.60492 116.64149
2019123009 86.60253 116.69422
2019123010 86.60037 116.74797
2019123011 86.59838 116.80633
2019123012 86.59647 116.86721
2019123013 86.5943 116.92811
2019123014 86.59191 116.99353
2019123015 86.58938 117.064
2019123016 86.58691 117.13734
2019123017 86.58439 117.20974
2019123018 86.582 117.27623
2019123019 86.57991 117.33621
2019123020 86.57827 117.39188
2019123021 86.57705 117.43909
2019123022 86.57639 117.4835
2019123023 86.5763 117.52775
2019123100 86.57673 117.57259
2019123101 86.5771 117.61344
2019123102 86.57775 117.65359
2019123103 86.57826 117.68921
2019123104 86.57881 117.72415
2019123105 86.57942 117.75826
2019123106 86.58014 117.78948
2019123107 86.58112 117.81692
2019123108 86.58237 117.8393
2019123109 86.58405 117.85639
2019123110 86.58602 117.86858
2019123111 86.58848 117.87801
2019123112 86.59137 117.88818
2019123113 86.59459 117.90074
2019123114 86.59807 117.91751
2019123115 86.60159 117.93849
2019123116 86.60493 117.96292
2019123117 86.60812 117.98813
2019123118 86.61133 118.0116
2019123119 86.61467 118.03054
2019123120 86.61825 118.04463
2019123121 86.6223 118.05493
2019123122 86.62706 118.06225
2019123123 86.63226 118.06624
2020010100 86.6379 118.0678
2020010101 86.64354 118.06916
2020010102 86.64904 118.07131
2020010103 86.65443 118.07608
2020010104 86.65962 118.08191
2020010105 86.66504 118.08578
2020010106 86.67054 118.08517
2020010107 86.67632 118.07882
2020010108 86.68179 118.06214
2020010109 86.68751 118.03832
2020010110 86.69357 118.00897
2020010111 86.69967 117.97633
2020010112 86.70561 117.9417
2020010113 86.71138 117.90544
2020010114 86.71703 117.86941
2020010115 86.72231 117.83271
2020010116 86.72728 117.79225
2020010117 86.73188 117.74453
2020010118 86.73628 117.69112
2020010119 86.74061 117.63344
2020010120 86.7449 117.57208
2020010121 86.74941 117.5062
2020010122 86.75423 117.44115
2020010123 86.75935 117.37615
2020010200 86.76482 117.31312
2020010201 86.77037 117.25415
2020010202 86.77594 117.19788
2020010203 86.78139 117.1427
2020010204 86.7865 117.08829
2020010205 86.79136 117.03286
2020010206 86.79616 116.97403
2020010207 86.80102 116.91172
2020010208 86.80598 116.84716
2020010209 86.81106 116.78081
2020010210 86.81618 116.71198
2020010211 86.82135 116.64303
2020010212 86.82671 116.57481
2020010213 86.83198 116.50702
2020010214 86.83703 116.44151
2020010215 86.84175 116.37643
2020010216 86.84611 116.31188
2020010217 86.85013 116.24683
2020010218 86.85384 116.17824
2020010219 86.85732 116.10942
2020010220 86.86073 116.03955
2020010221 86.8642 115.96899
2020010222 86.86795 115.9002
2020010223 86.87191 115.83667
2020010300 86.8761 115.78499
2020010301 86.88027 115.75156
2020010302 86.88433 115.73757
2020010303 86.88799 115.73509
2020010304 86.89136 115.737
2020010305 86.89446 115.74048
2020010306 86.89732 115.74169
2020010307 86.90004 115.74015
2020010308 86.9027 115.73567
2020010309 86.90553 115.7266
2020010310 86.90853 115.71544
2020010311 86.91167 115.70431
2020010312 86.91501 115.69324
2020010313 86.91848 115.68473
2020010314 86.92226 115.67718
2020010315 86.92603 115.67187
2020010316 86.92968 115.66856
2020010317 86.93323 115.66443
2020010318 86.93685 115.65549
2020010319 86.94047 115.6397
2020010320 86.94398 115.61944
2020010321 86.94753 115.59484
2020010322 86.9513 115.56712
2020010323 86.9554 115.53683
2020010400 86.95982 115.5078
2020010401 86.96452 115.48452
2020010402 86.96937 115.46659
2020010403 86.97419 115.45562
2020010404 86.9787 115.4509
2020010405 86.98293 115.45119
2020010406 86.98672 115.45244
2020010407 86.99018 115.45115
2020010408 86.99345 115.44561
2020010409 86.99669 115.43662
2020010410 86.99999 115.4237
2020010411 87.00346 115.40841
2020010412 87.00713 115.39343
2020010413 87.01093 115.38078
2020010414 87.01478 115.37314
2020010415 87.01852 115.36904
2020010416 87.02201 115.36784
2020010417 87.02512 115.3695
2020010418 87.02795 115.37109
2020010419 87.03053 115.36982
2020010420 87.03308 115.36683
2020010421 87.03555 115.35901
2020010422 87.03805 115.3475
2020010423 87.04064 115.33368
2020010500 87.04333 115.32172
2020010501 87.04602 115.31084
2020010502 87.0489 115.30167
2020010503 87.05178 115.29471
2020010504 87.05451 115.29221
2020010505 87.05702 115.29418
