,time,lat,lon,2t
0,2019-09-20 17:00:00,69.67955,18.996640000000014,276.1932144165039
1,2019-09-20 18:00:00,69.67955,18.99664999999999,276.11485290527344
2,2019-09-20 19:00:00,69.68378,19.025270000000006,276.13226318359375
3,2019-09-20 20:00:00,69.80262,19.411339999999996,271.85491943359375
4,2019-09-20 21:00:00,69.91434,19.895190000000014,272.0992660522461
5,2019-09-20 22:00:00,70.09253,20.230729999999994,273.63452911376953
6,2019-09-20 23:00:00,70.28971,20.439639999999997,273.72210693359375
7,2019-09-21 00:00:00,70.46332,20.80802,275.70838928222656
8,2019-09-21 01:00:00,70.63522,21.17132000000001,275.8272399902344
9,2019-09-21 02:00:00,70.81119,21.542360000000002,276.7802429199219
10,2019-09-21 03:00:00,70.9619,22.01044999999999,277.1511993408203
11,2019-09-21 04:00:00,71.1125,22.52036000000001,275.90535736083984
12,2019-09-21 05:00:00,71.26079,23.03522000000001,276.2307586669922
13,2019-09-21 06:00:00,71.40394,23.544450000000012,276.2965850830078
14,2019-09-21 07:00:00,71.54404,24.055209999999988,275.6019744873047
15,2019-09-21 08:00:00,71.67923,24.55958000000001,275.7081069946289
16,2019-09-21 09:00:00,71.81303,25.072120000000012,275.1340560913086
17,2019-09-21 10:00:00,71.94108,25.57423,274.96866607666016
18,2019-09-21 11:00:00,72.06317,26.06438,275.12146759033203
19,2019-09-21 12:00:00,72.14798,26.41001,275.04515075683594
20,2019-09-21 13:00:00,72.28545,26.85750999999999,274.2910919189453
21,2019-09-21 14:00:00,72.43329,27.34232,274.2023010253906
22,2019-09-21 15:00:00,72.58152,27.894110000000012,273.94225311279297
23,2019-09-21 16:00:00,72.74398,28.39975000000001,273.78465270996094
24,2019-09-21 17:00:00,72.89066,28.92401000000001,273.7006607055664
25,2019-09-21 18:00:00,73.03655,29.449810000000014,273.28365325927734
26,2019-09-21 19:00:00,73.17963,29.983389999999986,273.2693328857422
27,2019-09-21 20:00:00,73.32211,30.52913000000001,273.1772155761719
28,2019-09-21 21:00:00,73.46276,31.08256,273.07041931152344
29,2019-09-21 22:00:00,73.60168,31.643879999999996,273.15100860595703
