,time,lat,lon,10si
0,2019-09-20 17:00:00,69.67955,18.996640000000014,2.8137152791023254
1,2019-09-20 18:00:00,69.67955,18.99664999999999,3.019761621952057
2,2019-09-20 19:00:00,69.68378,19.025270000000006,3.5907391607761383
3,2019-09-20 20:00:00,69.80262,19.411339999999996,1.4156760722398758
4,2019-09-20 21:00:00,69.91434,19.895190000000014,1.6263546496629715
5,2019-09-20 22:00:00,70.09253,20.230729999999994,2.4153113663196564
6,2019-09-20 23:00:00,70.28971,20.439639999999997,2.4849733263254166
7,2019-09-21 00:00:00,70.46332,20.80802,2.0680043697357178
8,2019-09-21 01:00:00,70.63522,21.17132000000001,2.116932064294815
9,2019-09-21 02:00:00,70.81119,21.542360000000002,4.941955342888832
10,2019-09-21 03:00:00,70.9619,22.01044999999999,5.756155416369438
11,2019-09-21 04:00:00,71.1125,22.52036000000001,5.857042610645294
12,2019-09-21 05:00:00,71.26079,23.03522000000001,5.078582972288132
13,2019-09-21 06:00:00,71.40394,23.544450000000012,4.942703351378441
14,2019-09-21 07:00:00,71.54404,24.055209999999988,5.836568593978882
15,2019-09-21 08:00:00,71.67923,24.55958000000001,5.732027098536491
16,2019-09-21 09:00:00,71.81303,25.072120000000012,5.968670174479485
17,2019-09-21 10:00:00,71.94108,25.57423,5.843587145209312
18,2019-09-21 11:00:00,72.06317,26.06438,5.6414364874362946
19,2019-09-21 12:00:00,72.14798,26.41001,5.283846318721771
20,2019-09-21 13:00:00,72.28545,26.85750999999999,4.477356806397438
21,2019-09-21 14:00:00,72.43329,27.34232,4.485898062586784
22,2019-09-21 15:00:00,72.58152,27.894110000000012,4.709571048617363
23,2019-09-21 16:00:00,72.74398,28.39975000000001,4.884467840194702
24,2019-09-21 17:00:00,72.89066,28.92401000000001,5.312916278839111
25,2019-09-21 18:00:00,73.03655,29.449810000000014,6.433114975690842
26,2019-09-21 19:00:00,73.17963,29.983389999999986,6.60972473025322
27,2019-09-21 20:00:00,73.32211,30.52913000000001,6.7068997621536255
28,2019-09-21 21:00:00,73.46276,31.08256,6.924643665552139
29,2019-09-21 22:00:00,73.60168,31.643879999999996,6.907729923725128
30,2019-09-21 23:00:00,73.73809,32.209360000000004,6.820360213518143
31,2019-09-22 00:00:00,73.87609,32.79930000000002,4.791784316301346
32,2019-09-22 01:00:00,74.01256,33.399,4.743629664182663
33,2019-09-22 02:00:00,74.14396,33.99297999999999,4.84127813577652
34,2019-09-22 03:00:00,74.27761,34.614660000000015,4.757032245397568
35,2019-09-22 04:00:00,74.41307,35.26567,3.8070284873247147
36,2019-09-22 05:00:00,74.54602,35.923550000000006,4.099167466163635
37,2019-09-22 06:00:00,74.67485,36.58058,3.683484226465225
38,2019-09-22 07:00:00,74.80356,37.2603,3.9034598618745804
39,2019-09-22 08:00:00,74.93098,37.95429999999999,4.481738701462746
40,2019-09-22 09:00:00,75.05481,38.65163000000001,4.727050989866257
